t,vx,vxintra,vxinter,vy,vyintra,vyinter
-14.688672168042011,0.005998324176747806,1.990342954923192e-7,0.005998125142454638,0.023756181580279367,-1.3500311979441904e-13,0.023756181580273088
-14.678669667416855,0.005490466081623637,2.192152792818635e-7,0.005490246866324785,0.023795779223070745,2.913225216616411e-13,0.02379577922326659
-14.6686671667917,0.0049507453096697615,2.3925755581422637e-7,0.004950506052138854,0.02373878047875788,-5.861977570020827e-14,0.023738780478864883
-14.658664666166544,0.0043807929964946035,2.590550107810353e-7,0.004380533941491569,0.023583632375821395,-3.383959779057477e-13,0.023583632375844953
-14.648662165541383,0.0037823948088853347,2.7850359465988004e-7,0.003782116305291693,0.023329157066145356,7.105427357601002e-14,0.023329157065938584
-14.638659664916231,0.0031574864056085087,2.975056415013592e-7,0.003157188899956249,0.0229745635882308,2.460254222569347e-13,0.022974563588145216
-14.62865716429107,0.0025081481889519166,3.1596834585403936e-7,0.0025078322205911345,0.02251945824813628,-4.4231285301066237e-13,0.022519458248370015
-14.618654663665914,0.0018365993641391702,3.3380493581247066e-7,0.0018362655592056457,0.02196385354631758,-8.08242361927114e-14,0.0219638535461053
-14.608652163040759,0.0011451913150252256,3.5093482027755607e-7,0.0011448403802194493,0.021308175584715094,-7.72715225139109e-14,0.021308175585009047
-14.598649662415603,0.00043640031027500576,3.672817962044478e-7,0.00043603302846402346,0.020553269909401095,3.907985046680551e-14,0.020553269909166755
-14.588647161790448,-0.0002871804367413264,3.8277577594400987e-7,-0.00028756321251053766,0.019700405711986058,-1.971756091734278e-13,0.019700405711983712
-14.578644661165292,-0.0010228493430707094,3.9734845728050794e-7,-0.0010232466915500189,0.018751278371475166,2.5490720645393594e-13,0.01875127837131436
-14.568642160540136,-0.0017678056312930657,4.1093524337729045e-7,-0.0017682165665449294,0.01770801026962676,6.572520305780927e-14,0.017708010269613522
-14.55863965991498,-0.0025191590873471863,4.234706365491089e-7,-0.002519582557995137,0.016573149865017456,-2.5757174171303632e-14,0.01657314986453171
-14.548637159289823,-0.00327394036465075,4.3488815217600965e-7,-0.0032743752527877325,0.01534966898301704,2.1671553440683056e-13,0.01534966898251338
-14.538634658664664,-0.004029111805241129,4.4511819476877755e-7,-0.004029556923444391,0.01404095831340868,1.0746958878371515e-13,0.014040958313321816
-14.528632158039509,-0.004781578743621337,4.5408493120595277e-7,-0.004782032828543178,0.012650821092821118,-4.618527782440651e-14,0.012650821092419955
-14.518629657414353,-0.005528201250415718,4.617059018295261e-7,-0.005528662956310547,0.011183464963548495,3.108624468950438e-14,0.011183464963743492
-14.508627156789196,-0.006265806281007444,4.6788905165013483e-7,-0.00626627417007026,0.009643492023332811,-9.947598300641403e-14,0.009643492023073876
-14.49862465616404,-0.006991200184278999,4.725309959303612e-7,-0.006991672715297091,0.00803588705038294,-1.2789769243681803e-13,0.008035887050650621
-14.488622155538884,-0.007701181520661452,4.7551774498993665e-7,-0.007701657038402647,0.006366003947718468,9.947598300641403e-14,0.006366003947658181
-14.478619654913729,-0.008392554152496064,4.76721951237326e-7,-0.008393030874446327,0.004639550400987069,8.43769498715119e-14,0.004639550400742332
-14.468617154288573,-0.009062140548780713,4.7600310329806227e-7,-0.00906261655188932,0.0028625708043890086,3.170796958329447e-13,0.0028625708045195456
